id,categories,description
260,Media,"Aplicar las provisiones sobre espacios publicitarios concedidos al TSE en la Ley de Radio y hacer las reformas legislativas que se consideren necesarias para brindar mayores oportunidades publicitarias y difusión institucional a los partidos políticos. La MOE considera que el apoyo de todos los medios masivos de comunicación costarricense puede ser imprescindible para combatir bajo niveles de participación electoral, y que se puede aplicar formas de parte del TSE de utilizar su la autoridad para hacer los medios cumplir con la ley."
260,Political and Legal Systems,"Fomentar la concientización ciudadana sobre el rol y la importancia de los gobiernos locales, tarea que deben desarrollar las colectividades políticas, como pilares fundamentales de la democracia y el Tribunal Supremo Electoral, tanto en época de elecciones así como entre ciclos electorales. Esto se puede trabajar conjuntamente por medio del IFED con otros órganos relevantes del estado como una medida para tratar de mejorar los niveles de participación electoral en comicios locales."
281,Electoral Justice,"Dadas las denuncias recibidas por la Misión de Observación Electoral, la MOE/OEA hace un llamado a las autoridades competentes a ejercer plenamente sus facultades, con la finalidad de castigar a los autores de los actos ilícitos establecidos en las leyes. El marco de estas recomendaciones, se da en la oportunidad que se presenta frente al desafío de materializar en normativas específicas las definiciones contenidas en el nuevo cuerpo Constitucional. Sin embargo, la construcción legislativa debe ir acompañada de la institucionalidad y del conjunto de procedimientos destinados a que se de cumplimiento cabal a lo que se defina como derechos, obligaciones y faltas."
281,Electoral Organization,"Es importante que la JCE redoble sus esfuerzos por implementar campañas de información a los electores sobre el proceso electoral, y sobre cómo votar, especialmente a la luz del diseño de la papeleta (alianzas, voto preferencial) y el aumento en el número de cargos a elegir."
281,Electoral Organization,"La MOE/OEA entiende que el voto preferencial mejora de manera significativa el derecho a elegir de los ciudadanos. No obstante esto, considera necesario revisar el diseño de la boleta que en esta ocasión ha planteado dificultades para los votantes y para el escrutinio. Específicamente, se recomienda revisar el diseño, enceramiento, y color de las boletas (papeletas) así como los marcadores, ya que presentaron dificultades para la votación y el escrutinio. Asimismo, como se ha señalado en oportunidades anteriores, es importante reconocer la existencia del “voto en blanco” que permite recoger institucionalmente visiones particulares de la ciudadanía. También merece atención revisar el plastificado de las actas, ya que se le puede atribuir algunos de los rechazos de los escáneres."
281,Political and Legal Systems,"Del mismo modo, se hace necesario debatir la modalidad de implementación de la nueva Institucionalidad Electoral definida en la Constitución aprobada en enero del presente año, sobre todo en cuanto a: • Dar cuerpo a las funciones de la instancia Administrativa y del nuevo Tribunal Supremo Electoral, así como la estructura orgánica y las herramientas específicas que le permitan contar con el respaldo normativo para dar cumplimiento a las obligaciones señaladas en la Norma. Si bien la posibilidad de que las infracciones electorales no queden impunes, depende de la capacidad de reacción de las instituciones involucradas, unas reformas del tipo de las anteriormente señaladas, permitirían mejorar las capacidades del sistema administrativo y jurídico para investigar, resolver y sancionar los eventuales delitos. • Como se señaló en el Informe de la MOE/OEA del 2008, una Fiscalía Electoral puede constituirse en un apoyo fundamental para el Ministerio Público y un complemento a las acciones implementadas tanto por la Junta Central Electoral, como por el futuro Tribunal Superior Electoral. • La experiencia adquirida por la instancia electoral, así como los desafíos reconocidos por la Constitución y las características de los procesos electorales, hacen necesario iniciar una revisión profunda sobre la formulación que regule tanto a los organismos electorales, como a los procesos eleccionarios. En particular, se sugiere contemplar una legislación específica que defina el rol, estructura, fuentes de financiamiento, actividad proselitista y mecanismos de rendición de cuentas y control institucional de los partidos políticos. • En el marco de la formulación de la nueva estructura electoral, es oportuno debatir acerca de la relación entre las Direcciones de Registro del Estado Civil, Registro Electoral y Cedulación, de manera de mejorar la interrelación que permita impactar positivamente en la actualización del Padrón Electoral. En la misma línea, es oportuno dotar de las herramientas institucionales para implementar las disposiciones que regulan el accionar de los partidos políticos, en particular, la rendición de ingresos y gastos."
221,Electoral Justice,"La Misión considera que la designación de los integrantes de las mesas por los partidos políticos, como lo estipula la Ley Electoral, fue perjudicial para el desarrollo de la jornada electoral. Sugiere pues que se modifique el mecanismo de reclutamiento de los miembros de las mesas con el fin de aumentar la transparencia del proceso."
221,Electoral Justice,"La Ley Electoral debería establecer claramente que para motivar la decisión de incluir o excluir las actas en la tabulación, el BCEN, a falta de una comisión formada para ese fin, deberá previamente dirigirse al CTV con el objeto de verificar la documentación en cuestión y preparar un informe para el Buró."
221,Electoral Organization,"Reforzar la comunicación entre los BEC, los BED y el CEP para asegurar la acción coordinada de todas estas instancias el día de las elecciones."
221,Electoral Organization,Reforzar la comunicación entre las diversas direcciones del CEP para lograr una mejor coordinación de las operaciones electorales.
221,Electoral Organization,Adoptar manuales de procedimientos para todas las fases del proceso electoral en los que se definan claramente todas las responsabilidades de cada sección.
221,Electoral Organization,Informatizar el centro de urgencias para la jornada electoral a fin de que resulte más eficaz y acelerar el proceso de los problemas señalados.
221,Electoral Organization,Resulta esencial prever mecanismos de sanción eficaces en contra de cualquier autoridad electoral que busque por cualquier medio manipular la lista de agentes electorales.
221,Electoral Organization,"La Misión recomienda establecer con precisión el papel de los representantes de los partidos políticos y las condiciones de su acceso a las mesas electorales el día de las elecciones, con el fin de evitar controversias el día de los comicios."
221,Electoral Organization,La Ley Electoral debería redefinir el papel del CTVincluyendo en él la verificación de las actas así como los criterios preestablecidos para determinar su validez.
221,Electoral Organization,Mejorar la capacitación de abogados de la Unidad de Control Legal (UCL).
221,Electoral Organization,Mejorar el control de calidad en la UCL.
221,Electoral Organization,Preparar muestras aleatorias de actas para evitar que un solo abogado examine todas las de una misma circunscripción.
221,Electoral Organization,Estudiar la posibilidad de unir todas las actas correspondientes a una misma mesa con el objeto de poder efectuar una verificación más profunda de todas a la luz de la LEP pero igualmente de otras actas.
221,Electoral Organization,"Publicar los resultados nacionales y locales, preliminares y oficiales de las elecciones presidenciales, legislativas, municipales y locales por candidato y por partido, a fin de permitir a los electores comprender mejor las elecciones (preeminencia de un partido en todo el país) y de proveer a los partidos políticos los elementos clave de geografía electoral que puedan permitirles definir mejor su estrategia."
221,Electoral Organization,Prolongar e intensificar la campaña de sensibilización de los electores asignando énfasis a medios innovadores y eficaces para llegar al máximo de ciudadanos.
221,Electoral Organization,Poner a disposición de los electores por lo menos un orientador en cada mesa con el objeto de indicarles a qué mesa han sido asignados. El orientador deberá ser capacitado al mismo tiempo que los integrantes de las mesas. Deberá conservar una copia de la LECV y la LEC de la comuna en la que se encuentra. Deberá tener acceso privilegiado al Centro de (Llamadas) el día de la elección para orientar eficazmente a los electores.
221,Electoral Organization,"Mejorar el procedimiento de transferencia de información entre la ONI y el CEP con la ayuda de un protocolo de transmisión de datos en el que se definan las responsabilidades, las tareas a realizarse y el calendario en el período preelectoral."
221,Electoral Organization,Realizar un ejercicio previo de control de calidad comparando las bases de datos de las dos instituciones.
221,Electoral Organization,Predefinir los mecanismos de actualización de la lista electoral.
221,Electoral Organization,"Colocar la lista electoral (LECV) en forma visible en el centro de votación por lo menos con dos semanas de anticipación al día de las elecciones, para permitir a los electores verificar si sus nombres figuran en ella."
221,Electoral Organization,Asegurarse de que la publicación de la LECV se realice de tal manera que los electores puedan identificar fácilmente su mesa.
221,Electoral Organization,Estandarizar el formato de los nombres compuestos en las listas electorales para evitar cualquier confusión.
221,Electoral Organization,Evitar la dispersión de los miembros de la familia en el mismo domicilio en varios centros de votación.
221,Electoral Organization,Los boletines electorales deberán estar numerados y colocados en las libretas con un talón igualmente numerado.
221,Electoral Organization,El material electoral deberá entregarse con anticipación y bajo la supervisión del personal de los BED y los BEC.
221,Electoral Organization,Las instrucciones de los conjuntos de materiales electorales deberán estar escritos en créole.
221,Electoral Organization,Cambiar el formato de la cabina para garantizar el secreto del voto.
221,Electoral Organization,Asegurarse de que los boletines entregados correspondan a la circunscripción electoral correspondiente.
221,Electoral Organization,"Producir y poner a disposición en tiempo útil las acreditaciones para los observadores nacionales e internacionales, así como de los representantes y los medios de comunicación."
221,Electoral Organization,"Respetar los criterios de profesionalismo y de experiencia para la selección de los supervisores, ya que ellos aseguran la capacitación de los agentes electorales, la coordinación entre los diversos actores y el arbitraje en caso de conflictos que pudieran surgir el día de las elecciones."
221,Electoral Organization,Asegurar la visibilidad de todos los agentes electorales.
221,Electoral Organization,Resulta esencial asignar énfasis a la capacitación de los agentes electorales en todos los niveles. La capacitación deberá realizarse en distintos tiempos con el objeto de asegurarse de que las informaciones comunicadas sean comprendidas y queden grabadas en la memoria de los agentes. La Misión también considera que es necesario hacer todo lo posible para que la capacitación no se realice a último momento.
221,Electoral Organization,"Igualmente, el reclutamiento de los agentes electorales debe realizarse con toda transparencia y basarse en la experiencia y el mérito. Para ello, las razones del rechazo o la admisión de los candidatos al cargo de agentes electorales, ya sean designados por el CEP o los partidos políticos, debe publicarse en las listas de candidatos admitidos y de candidatos rechazados."
221,Electoral Organization,Debe realizarse una evaluación basada en criterios objetivos y preestablecidos de desempeño de todos los agentes electorales que hayan trabajado en elecciones anteriores. Reemplazar a los agentes que no hayan satisfecho los criterios de evaluación a través de un reclutamiento transparente basado en su competencia profesional.
221,Electoral Organization,La presencia en la capacitación debe ser obligatoria para todos los agentes. Estos deben firmar una hoja de asistencia al principio y al fin de la capacitación.
221,Electoral Organization,"Los agentes electorales (supervisores, integrantes de las mesas, ASE, orientadores) que se vinculen a irregularidades deben sancionarse y no deben poder ser reclutados en elecciones posteriores."
221,Electoral Organization,"Después de la capacitación deben ponerse a disposición de los agentes, guías para el uso de los integrantes de las mesas, así como el resto de los materiales utilizados el día de las elecciones, con el objeto de permitir una mejor visualización de las diversas etapas del proceso de votación."
221,Electoral Organization,La Misión invita a las autoridades electorales a mantener y reforzar la figura de los orientadores.
221,Electoral Organization,"La capacitación deberá asignar énfasis a los siguientes aspectos: o apertura a tiempo de las mesas; o verificación rigurosa de la CIN y su inscripción en la LEP; o investigación exhaustiva del nombre de los electores en la LEP con el fin de evitar la exclusión de electores; o utilización metódica de tinta indeleble; o tratamiento detallado de las actas, la hoja de descargo y la LEP; o evaluación de los agentes electorales al final de la capacitación para verificar el nivel de los conocimientos adquiridos, y o énfasis en la importancia de las responsabilidades de los agentes y el deber cívico que cumplen el día de las elecciones."
221,Electoral Organization,"La Misión recomienda enfáticamente que la fecha de cierre de la inscripción de electores se establezca legalmente en seis meses antes de la jornada electoral con el fin de dar a la Oficina Nacional de Identificación (ONI) tiempo suficiente para procesar y transmitir los datos de los nuevos inscritos al CEP con el fin de que éste pueda respetar los plazos impuestos por la Ley Electoral. Al mismo tiempo, la ONI se beneficiaría de un mayor plazo para imprimir y distribuir las CIN en todo el país."
221,Electoral Organization,Remitir a tiempo las acreditaciones a los representantes y sensibilizar a los agentes electorales sobre las acreditaciones válidas.
221,Electoral Organization,Incluir una fotografía en las acreditaciones.
221,Electoral Organization,Fijar un plazo para el envío de las listas de representantes.
221,Electoral Organization,"Establecer procedimientos claros para la selección, el número admitido y la rotación de los representantes en cada mesa."
221,Electoral Organization,Reforzar la coordinación entre los ASE y la PNH para garantizar la seguridad de las mesas y centros de votación.
221,Electoral Organization,Asegurar una presencia constante y efectiva de la PNH en las cercanías de todas las mesas electorales.
221,Electoral Organization,Definir claramente el papel y las responsabilidades de los actores involucrados en la seguridad en el exterior y el interior de las mesas electorales.
221,Media,Informar y aclarar a los medios de communicación las condiciones de acceso a las mesas y centros de votación el día de las elecciones.
221,Political and Legal Systems,"la Misión considera que resulta esencial constituir un órgano electoral permanente que permita no solo aumentar la responsabilidad de los magistrados sino además institucionalizar las buenas prácticas entre los agentes ejecutivos del CEP. La memoria institucional, el aprovechamiento de la experiencia de los agentes electorales y la responsabilidad política de los magistrados dependen de ello. La Misión exhorta al nuevo Gobierno de Haití a poner en práctica todo lo necesario para hacer efectivas las disposiciones de la Constitución en vigencia para designar un Consejo Electoral Permanente."
221,Political and Legal Systems,"En el ámbito administrativo, la MOEC considera que las responsabilidades y el papel de los consejeros electorales, así como los de la dirección general y la estructura ejecutiva que de ellos resulte deberían estar mejor definidos por la ley, con el fin de evitar cualquier ambigüedad."
221,Political and Legal Systems,La Misión considera que una mejor definición de las tareas de los diferentes niveles de la institución electoral podrían contribuir a un mayor control de ambos órganos y a una mayor eficacia de la maquinaria electoral.
221,Political and Legal Systems,"La Misión considera que la Ley Electoral debería revisarse con miras a llenar los vacíos, simplificar ciertos mecanismos, aclarar las atribuciones de los órganos que constituyen la institución electoral y especificar el alcance de las disposiciones de dicha ley con el fin de limitar las ambigüedades."
221,Political and Legal Systems,"La Misión exhorta a las autoridades haitianas a adoptar la Ley de Partidos Políticos con la menor demora posible, a fin de proporcionar un marco jurídico para los grupos políticos, reglamentar la constitución de los partidos políticos y fomentar la transparencia en su financiamiento. La Misión recomienda que el financiamiento de los partidos políticos durante y fuera del período electoral sea público con el fin de aumentar la transparencia."
221,Political and Legal Systems,La Misión exhorta a las autoridades electorales a trabajar con los partidos políticos fuera del período electoral con el fin de reforzar los vínculos entre los actores políticos y las autoridades electorales y aumentar el conocimiento de los actores políticos sobre el marco jurídico electoral y sobre los procesos seguidos en cada fase del proceso. Podrían celebrarse reuniones regulares entre los representantes de los partidos políticos y las autoridades electorales con miras a institucionalizar los canales de comunicación y permitir a partir de intercambios la creación de criterios uniformes para el reclutamiento de los representantes y los integrantes de las mesas electorales.
334,Electoral Organization,La MOE considera de suma importancia elevar los niveles de seguridad tanto en la elaboración de las Boletines (papeletas) como en el almacenamiento y traslado de los mismos.
334,"Electoral Organization, Media","De la misma manera, la MOE considera necesario el fortalecimiento de la labor que ejerce la autoridad electoral como entes fiscalizadores de la propaganda electoral y difusión de encuestas de opinión pública y boca de urna por parte de los medios de comunicación y partidos políticos. La entrega de resultados electorales, sean estos de carácter provisorio o definitivos, es de exclusiva responsabilidad de las autoridades electorales y los candidatos deben esperar el pronunciamiento oficial antes de proclamarse ganadores de la contienda electoral."
334,"Electoral Organization, Political and Legal Systems",Será necesario revisar con atención los plazos que cuentan los partidos para la conformación de alianzas políticas de manera de que la población cuente con información precisa sobre las candidaturas en disputa y pueda manifestar de forma adecuadas sus preferencia el día de las elecciones.
334,"Electoral Organization, Political Financing","Es necesario dar al Tribunal Superior de Justicia Electoral mayores atribuciones, así como los medios adecuados, para que pueda desarrollar una fiscalización efectiva de los gastos de campaña."
334,Gender,"A pesar de que a nivel constitucional el país ha incorporado normativas especificas que se refieren a la promoción de la igualdad de género en la participación política, la ley electoral ha establecido mecanismos deficientes que se limitan a cuotas mínimas para la presentación de candidaturas a las internas partidarias. Será necesario revisar la legislación para promover de manera más efectiva la participación femenina en las candidaturas a cargos de elección popular."
334,Gender,"Apoyo a la unidad de género del TSJE, ya que si bien esta es una experiencia pionera y muy importante a nivel de las autoridades electorales del hemisferio, aún es necesario que en el seno del TSJE se emprendan diversas acciones para institucionalizar y consolidar esta novedosa iniciativa. Entre los retos identificados para tal efecto se mencionan los siguientes: - Ampliar el presupuesto y el personal asignado a la Unidad. En la actualidad financian parte importante de sus actividades en base a proyectos y recursos provenientes de la cooperación internacional. - Lograr que se les asigne un espacio propio de trabajo. - Incorporar la perspectiva de género en el accionar de los Magistrados del TSJE. - Construir y difundir información relevante desagregada por sexo en época electoral (como por ejemplo padrón electoral o integración de listas de candidatos), lo cual no fue posible para estas elecciones."
350,"Electoral Justice, Electoral Organization",Se podría por ejemplo hacer que funcionen en el mismo sitio donde están los centros de cómputo los JEE y las ODPE. Esto haría que se eviten procesos de traslado para el estudio y la resolución de parte del JEE de las impugnaciones lo que haría más eficiente el procesamiento y comunicación de los resultados. Se sugiere disponer de plazos y términos para la totalidad de los actos y procedimientos jurisdiccionales de las etapas del proceso como una garantía de seguridad jurídica.
350,"Electoral Justice, Electoral Organization","Por medio de Resolución Número 247-2010- JNE emitido el 15 de abril de 2010, el JNE comprometió que las tachas a las candidaturas, inclusivo de apelaciones, iban a ser resueltos dentro de 12 días después que fueron presentadas. Por resolución, el JNE contempló que todas las tachas iban a estar resueltas y todas los candidatos tachados reemplazados lo mas tarde el 5 de julio 2010. Los plazos por los cuales se resolvieron muchas tachas generaron incertidumbre en los candidatos que no pudieron hacer campaña y produjeron demoras innecesarias en la impresión de cédulas de votación. Se recomienda que las tachas estén resueltas en forma definitiva dentro de los plazos establecidos y/o que se revisen los plazos de manera de garantizar su resolución definitiva de forma previa al inicio de la propaganda electoral establecida en la normativa vigente. Asimismo se recomienda revisar los montos que se deben pagar para tachar. Se considera que el monto actual de 900 soles debe revisarse a la luz que el salario mínimo es de 590 soles. Por las repercusiones que este tema tiene en los candidatos y en la organización electoral, se sugiere atender esta recomendación con carácter prioritario."
350,Electoral Organization,"Se debe citar a los miembros de mesa con mayor antelación a la hora de apertura de los comicios (más de una hora), con el fin de poder proceder con la votación a la hora establecida por ley, y evitar retrasos en la apertura de las mesas."
350,Electoral Organization,"Se ha observado que el RENIEC cuenta con una Base de Datos actualizada y tecnología de punta en condiciones de brindar múltiples servicios de apoyo al Estado. El AFIS le ha permitido a la RENIEC brindar asesoramiento en materia registral y de identificación a otras entidades civiles. Esta tecnología de identificación ciudadana a gran escala el día de las elecciones no solo podría ser un instrumento vital en la verificación y detección en forma oportuna de los casos de Doble Identidad, Suplantaciones, etc. sino también proporcionaría a los miembros de mesa una herramienta eficiente y efectiva para la verificación de los documentos remitidos por los electores. En el mediano a largo plazo se sugiere que el RENIEC considere un plan de cooperación técnica con la ONPE en materia de identificación y verificación vía identificación Biométrica con la finalidad de mejorar los tiempos de atención a los electores."
350,Electoral Organization,"Se observaron carteles al ingreso a los centros de votación que informaban sobre la ubicación de las aulas y/o edificios dentro de cada complejo, sin embargo no existía información sobre la ubicación de las mesas."
350,Electoral Organization,"• Mejoramiento de las condiciones de acceso al voto el día de la elección para las personas discapacitadas y para las personas de la tercera edad: En varios centros de votación se observó que las mesas de votación son instaladas en los pisos superiores de las edificaciones, lo cual no facilita el acceso a personas con discapacidad."
350,Electoral Organization,"Aplicación de un sistema de resultados electorales preliminares que incluya la totalidad de las actas de mesa de sufragio, señalando cuales se encuentran sujetas a la resolución de apelaciones."
350,Electoral Organization,"Elaboración de cédulas individualizadas por elección, llenado de un solo ejemplar del acta de la jornada electoral en original y copia para el resto de los ejemplares."
350,Electoral Organization,Los tiempos de traslado son muy altos por lo que se recomienda establecer mecanismos más ágiles. Aún bajo el esquema actual de comunicación de datos el resultado pudo ser mucho mejor si se considera que a pesar de estar disponibles las actas en los lugares más cercanos y de mayor concentración de electores. Existen diversas alternativas que podrían explorarse para establecer estos mecanismos.
350,Electoral Organization,"Se han observado grandes conglomerados sobre todo en los centros urbanos en Lima, donde había filas extensas para ingresar a los centros de votación. Por razones de eficiencia, así como también de seguridad física de los electores se sugiere descentralizar las mesas de sufragio y definir la cantidad de mesas en cada centro a partir de criterios técnicos y de seguridad. Una opción que se podría considerar es llevar adelante un proyecto de geo referenciación."
350,Electoral Technology,son insuficientes y no proporcionales con la cantidad de mesas por departamento a procesar. Requieren de una reingeniería.
350,Electoral Technology,"La elección puso de manifiesto la necesidad de diseñar un sistema de comunicación de resultados más rápido. Esto se podría llevar a cabo de diversas maneras, una de las cuales podría ser la introducción de nuevas tecnologías durante esta etapa."
350,Electoral Technology,"Se sugiere el uso de tecnologías para facilitar el procedimiento de las actas de cierre por parte de los miembros de mesa el día de la elección. Bajo las circunstancias actuales, tener que diligenciar una alta cantidad de copias de las actas sin el uso de esas tecnologías, hace que se incremente la posibilidad de errores de transcripción y por ende de impugnaciones."
337,Electoral Organization,"The closing procedures at polling stations should be simplified; in particular, the obligation to secure the ballot box with sealing wax should be removed. In future, to expedite the count and enhance security, each ballot box should be counted in situ by the Presiding Officer at each polling station."
337,Electoral Organization,The distribution of voters between polling stations should be made more even to avoid long lines and delays. No station should attempt to handle more than 300 voters on Election Day.
337,Electoral Organization,The Mission recommends a cross-party consultative process to establish new election boundaries well before the next General Elections. The boundary question should be addressed as soon as possible and should include all of the political parties represented in the Federal Parliament.
337,Electoral Organization,"The 100-yard line around polling stations, within which there should be no campaign materials, should be more rigorously enforced."
337,Electoral Organization,Greater uniformity in the method of instructing voters and of handling proxy voting and physically challenged voters who require assistance would be desirable.
337,Electoral Organization,"The process of electoral reform in St Kitts and Nevis, begun in 2006, included reconfirmation of voters. Despite this effort, many disputes about the residency of voters arose. The Mission recommends a house-to-house verification process before the next election and a claims and objections period in which the Voters’ List is properly adjusted to reflect the current reality of voter numbers and residency."
337,Electoral Organization,"The OAS Mission encourages civil society, be it the Christian Council and the Evangelical Association of Churches or others, to continue to assume greater responsibilities in supporting the electoral process."
337,Electoral Organization,Attention should be paid to avoiding discrepancies between the Voters’ List displayed outside polling stations and that used by polling officials and party agents within it.
337,Gender,"All political parties in the Federation should actively consider and pursue mechanisms to recruit, train and finance women to be candidates for public office."
337,Media,Current legislation does not offer any guarantees or benchmarks for access to the media. Such regulation should be considered. It could require that all media outlets provide political parties the same opportunity to purchase prime-time advertising at the same cost or it could stipulate a certain amount of free advertising.
360,Electoral Organization,"Poll workers were generally well trained and the vote proceeded smoothly. However, greater uniformity and standardization of procedures across polling sites would be desirable. The Mission observed some variation in instructing voters - some Presiding officers explained the voting procedure in full, while others made more cursory remarks. There were also some variations in the processing of voters - some Presiding officers took a single voter through the entire process before inviting another voter into the station, while others proceeded to instruct the next voter in line, while the previous voter was marking the ballot."
360,Electoral Organization,"Some polling sites contained multiple polling stations in relatively cramped areas. The nature of some polling sites also presented difficulties for access by the physically challenged and the elderly. The Mission recommends greater attention to the location and layout of polling sites, for improved access by the physically challenged and elderly and ease of use by all voters."
360,Electoral Organization,"3. In 2009, the Electoral Office initiated a registration drive that provided for new voter identification cards, including enhanced security features. To avoid confusion for these elections, the Electoral Office made it clear that any form of identification could be used to vote: new ID, old ID or a passport. In order to take advantage of its security features, the new voter identity card should be the only document used to vote in future elections. The Electoral Office and the political parties should work together to ensure that all eligible citizens have applied for and collected these new cards before the next election."
360,Electoral Organization,"Electoral authorities, government officials and political party leaders acknowledge that the Voter’s List contains more names than it should. The Final Voter’s List for the 2010 elections contained 101,067 names, while the estimated population (2001) of St. Vincent and the Grenadines numbers 106,000. One of the principal reasons for this anomaly is that the List includes not only those persons currently living in the country who are eligible to vote, but also those persons who have registered to vote over the years who are no longer because they have been out of the country for more than five consecutive years. The list also reportedly contains the names of persons who have died. It is worth noting that during the year between the 2009 Referendum and the 2010 general election; more than 4,000 names were added to the Voters’ List. If this trend continues, without a cleansing of the list or a new census, the next elections may well see a Voter’s List that is larger than the estimated population. The Electoral Office, in collaboration with the appropriate agencies and authorities, should seek to rectify this by redoubling its efforts to cleanse the list of ineligible voters and dead individuals before the next elections."
206,Electoral Organization,"There are significant disparities among the districts in Suriname. Some 153,848 registered voters in Paramaribo elect 17 members of parliament while only 1,886 choose two representatives in Coronie. In other words, a seat in Paramaribo represents approximately 9,000 votes while in Coronie it represents a little more than a tenth of that, about 950. An Electoral Boundary Commission could be constituted to explore remedies to these disparities in representation."
206,Electoral Organization,"Suriname should also be commended for holding local and national elections together. This practice is an efficient one and should be maintained. The OAS Mission recommended that to facilitate ballot counting, separate ballot boxes (stembuzen) should be used for each."
206,Electoral Organization,"The OAS observers noted some discrepancies from one polling station to another in the procedure to assist elderly or physically challenged citizens. In some cases, a family member or a friend, or even a party representative, was allowed to accompany them into the poll, sometimes requiring a letter from a medical doctor, while on other occasions vote without it. It was also unclear for poll workers how they should treat mentally challenged people. The electoral authorities should draft a uniform procedure for assisting those who require additional help."
206,Electoral Organization,"Electoral officials, party leaders and citizens alike expressed concern that heavy rains could have affected voter turnout. Indeed, rains impeded the delivery of some materials to the rural district of Sipaliwini. Although the materials were eventually delivered on time, sustained and heavy rains, not uncommon in Suriname during the month of May, could have had more dramatic consequences in this and other districts. The political authorities might wish to re-consider the electoral calendar to accommodate elections before the onset of the rainy season. In fact, in the Surinamese electoral law, elections can take place any time (or two months) before the 25th of May."
206,Electoral Organization,"The electoral structure in Suriname consists of three principal authorities. The Ministry of Home Affairs (Ministerie Van Binnenlandse Zaken) is in charge of the voter registry as well as the all of the logistical preparations up to the day before the elections. On Election Day, responsibility and authority pass to the Commissioners in the 10 districts (Hoofdstembureau). An Independent Electoral Council (Onafhankelijk Kies Bureau) served as an observer during the entire process and also certified the results. While all three entities fulfilled their obligations with efficiency and transparency, more responsibility could be passed to the Independent Electoral Council to avoid the perception of a potential conflict of interest in which the Government organizes an election in which the ruling political party competes."
206,Electoral Organization,"The Ministry of Home Affairs was able to distribute all but 30,000 polling cards before Election Day, which represents a significant improvement from 2005 when some 68,000 cards were not collected. (The OAS observers visited the district offices the day before the elections and witnessed countless more citizens collecting their cards.) The electoral authorities explained that those cards that remained probably were from people who changed their addresses, emigrated or died. While it is important to not strike these names from the list to ensure their possible franchise in case they are located, the electoral authorities may wish to consider identifying these 30,000 names on the electoral registry as “inactive”. Such a designation could contribute to a more accurate voters list and a more precise voter turnout rate. They should of course be kept in the civil registry list."
206,Gender,"Throughout the country, the OAS observers noticed that a majority of those working the polls were women. However, only five of the 51 newly elected parliamentarians are women. Every effort should be made to encourage women to become more active in political parties and run for office, and to urge party leaders, who are primarily men, to provide women with more favorable positions on the party list."
176,Electoral Organization,"También se sugiere que se trabaje para lograr una mayor claridad en las reglas de juego respecto al acceso al Padrón Electoral. Estableciendo, aún más claramente, las fechas de entrega del Padrón a los movimientos políticos, así como sus características, los formatos a los que se tendrá acceso, entre otros."
176,Electoral Organization,"Se sugiere reforzar la información, sobre todo en las zonas rurales, en idiomas vernáculos y fortaleciendo la utilización de mecanismos no tradicionales de difusión apoyados en los usos y costumbres locales. Toda la información sobre el padrón electoral, tanto en lo relativo a la depuración, a la reinscripción o a cualquier otro elemento relacionado con el mismo, debe llevarse a cabo con tiempo suficiente y mediante una campana pública y masiva."
176,Electoral Organization,"Consideramos que las autoridades bolivianas deberían analizar la posibilidad de establecer procedimientos alternativos que no contemplen la depuración automática de los ciudadanos que no votaron en la elección anterior. La definición de cuáles deben ser estos procedimientos es una función que compete a las autoridades nacionales y debe ajustarse a las condiciones y las necesidades del país. No obstante, un procedimiento alternativo podría ser, por ejemplo, reducir la “depuración por no votación” a aquellos ciudadanos que no lo hayan hecho en un número determinado de elecciones consecutivas y que tampoco se hayan reinscrito durante todo ese plazo."
176,Electoral Organization,"Otro elemento de esta reforma debería ser la creación de un documento electoral único y universal. En la actualidad, los ciudadanos bolivianos pueden presentar diversos documentos a la hora de votar: carnet de identidad, libreta militar, pasaporte o RUN, lo que dificulta el acto electoral y puede crear suspicacias innecesarias. La Misión comprende que éste es un problema muy complejo que pasa por la carnetización de todos los ciudadanos, sin embargo, entiende que esta labor debe ser en algún momento emprendida."
176,Electoral Organization,"La restricción vehicular fue pensada para evitar que los partidos políticos movilizasen votantes de un lugar a otro y para dificultar que ciudadanos poco escrupulosos pudieran votar en varios recintos electorales. Sin embargo, y considerando la modernización en la informatización de las elecciones y la mejora en el padrón, es posible pensar que la restricción genera más inconvenientes de los que logra resolver. En este sentido, la Misión recomienda a las autoridades nacionales considerar la posibilidad de eliminar la restricción vehicular o de establecer restricciones parciales."
176,Electoral Organization,"La Misión constató inconvenientes por la escasa publicación de listas electorales en los recintos. Dados los perjuicios que esta cuestión pudo provocar entre los votantes y teniendo en cuenta que éste es un problema de relativamente sencilla solución, se sugiere considerar la mejora de los mecanismos de publicación de listas y su distribución en los recintos."
176,Electoral Organization,"La MOE considera que la organización de una Misión de Observación Nacional es un esfuerzo importante y meritorio, ya que genera más confianza y representa una oportunidad para que los jóvenes participen en la consolidación de sus democracias. Se recomienda que la observación nacional sea contemplada en el Código Electoral y que los observadores nacionales cuenten con una credencial oficial de la Corte Nacional Electoral."
176,Electoral Organization,"Se debería analizar la reestructuración del padrón electoral mediante su unificación con el registro civil, de manera que se pueda contar con un instrumento depurado, único y sistematizado."
